1916,bieu_tang/N11_bieu_15.npy,bieu_tang
2592,cach_ly/N10_cach_ly_8.npy,cach_ly
1376,day_do/N11_day_do_6.npy,day_do
3996,an_ui/N2_an_ui_9.npy,an_ui
4402,ket_hon/N5_ket_hon_24.npy,ket_hon
1722,ap_dung/N12_ap_dung_14.npy,ap_dung
3545,yeu/N11_yeu_7.npy,yeu
156,ban_khoan/N4_ban_khoan_12.npy,ban_khoan
4884,benh_nhan/N10_benh_nhan_33.npy,benh_nhan
0,khu_cach_ly/N2_khu_cach_ly_4.npy,khu_cach_ly
833,phong_van/N11_phong_van_7.npy,phong_van
2883,lay_benh/N11_lay_benh_8.npy,lay_benh
1176,virus/N11_virus_8.npy,virus
897,phong_van/N4_phong_van_22.npy,phong_van
2997,non_oi/N5_non_oi_16.npy,non_oi
1602,cam_do/N4_cam_do_4.npy,cam_do
2343,giup/N11_giup_5.npy,giup
779,nho/N4_nho_9.npy,nho
961,tham/N10_tham_22.npy,tham
926,tham/N5_tham_16.npy,tham
4842,benh_nhan/N4_benh_nhan_14.npy,benh_nhan
3684,khai_bao/N11_khai_bao_9.npy,khai_bao
794,nho/N10_nho_14.npy,nho
1830,bieu_tang/N4_bieu_tang_1.npy,bieu_tang
640,san_se/N3_san_se_18.npy,san_se
4696,ho/N10_ho_26.npy,ho
4669,chap_nhan/N11_chap_nhan_12.npy,chap_nhan
4810,benh_nhan/N3_benh_nhan_10.npy,benh_nhan
619,san_se/N10_san_se_1.npy,san_se
4000,an_ui/N3_an_ui_7.npy,an_ui
4429,ket_hon/N10_ket_hon_2.npy,ket_hon
349,u_benh/N4_u_benh_3.npy,u_benh
675,san_se/N10_san_se_12.npy,san_se
4977,can/N4_can_4.npy,can
1699,cam_do/N2_cam_do_5.npy,cam_do
3171,lo_lang/N10_lo_lang_10.npy,lo_lang
326,ghet/N11_ghet_15.npy,ghet
1310,xuat_vien/N5_xuat_vien_10.npy,xuat_vien
1583,xin_phep/N11_xin_phep_2.npy,xin_phep
1384,day_do/N2_day_do_11.npy,day_do
1466,day_do/N3_day_do_8.npy,day_do
3400,that_lac/N5_that_lac_26.npy,that_lac
5395,thich/N4_thich_9.npy,thich
2230,be_mac/N10_be_mac_11.npy,be_mac
4119,hi_sinh/N10_hi_sinh_27.npy,hi_sinh
1231,virus/N2_virus_13.npy,virus
725,nho/N11_nho_11.npy,nho
4751,ho/N2_ho_6.npy,ho
788,nho/N5_nho_2.npy,nho
3713,khai_bao/N4_khai_bao_22.npy,khai_bao
3064,non_oi/N4_non_oi_3.npy,non_oi
2264,giup/N11_giup_9.npy,giup
4594,chap_nhan/N2_chap_nhan_20.npy,chap_nhan
667,san_se/N11_san_se_5.npy,san_se
4728,ho/N2_ho_3.npy,ho
3201,lo_lang/N10_lo_lang_33.npy,lo_lang
1156,virus/N4_virus_10.npy,virus
309,ghet/N10_ghet_11.npy,ghet
2307,giup/N3_giup_17.npy,giup
5667,nghi_ngoi/N11_nghi_ngoi_15.npy,nghi_ngoi
3092,non_oi/N12_non_oi_7.npy,non_oi
94,khu_cach_ly/N10_khu_cach_ly_7.npy,khu_cach_ly
657,san_se/N3_san_se_1.npy,san_se
3054,non_oi/N5_non_oi_6.npy,non_oi
2095,ham_mo/N10_ham_mo_19.npy,ham_mo
1542,xin_phep/N5_xin_phep_7.npy,xin_phep
4515,tap_luyen/N4_tap_luyen_5.npy,tap_luyen
87,khu_cach_ly/N5_khu_cach_ly_14.npy,khu_cach_ly
1575,xin_phep/N10_xin_phep_5.npy,xin_phep
999,tham/N3_tham_5.npy,tham
539,vang_loi/N5_vang_loi_10.npy,vang_loi
1447,day_do/N5_day_do_11.npy,day_do
2107,ham_mo/N5_ham_mo_21.npy,ham_mo
670,san_se/N2_san_se_11.npy,san_se
4436,ket_hon/N10_ket_hon_16.npy,ket_hon
565,vang_loi/N10_vang_loi_10.npy,vang_loi
5507,dau/N5_dau_23.npy,dau
649,san_se/N3_san_se_19.npy,san_se
1201,virus/N5_virus_12.npy,virus
4135,thuong/N4_thuong_12.npy,thuong
2401,an_mung/N3_an_mung_12.npy,an_mung
374,u_benh/N12_u_benh_17.npy,u_benh
5459,thich/N2_thich_17.npy,thich
234,ghet/N10_ghet_8.npy,ghet
1503,xin_phep/N10_xin_phep_0.npy,xin_phep
1841,bieu_tang/N3_bieu_tang_13.npy,bieu_tang
3181,lo_lang/N10_lo_lang_15.npy,lo_lang
2919,lay_benh/N3_lay_benh_6.npy,lay_benh
159,ban_khoan/N5_ban_khoan_22.npy,ban_khoan
289,ghet/N2_ghet_2.npy,ghet
1986,phat/N3_phat_8.npy,phat
1862,bieu_tang/N4_bieu_tang_8.npy,bieu_tang
2446,an_mung/N10_an_mung_9.npy,an_mung
2164,be_mac/N5_be_mac_1.npy,be_mac
4867,benh_nhan/N5_benh_nhan_22.npy,benh_nhan
5499,dau/N5_dau_4.npy,dau
1674,cam_do/N5_cam_do_13.npy,cam_do
2271,giup/N10_giup_7.npy,giup
3370,that_lac/N5_that_lac_0.npy,that_lac
948,tham/N5_tham_1.npy,tham
4518,tap_luyen/N10_tap_luyen_19.npy,tap_luyen
5400,thich/N3_thich_5.npy,thich
2616,cach_ly/N10_cach_ly_23.npy,cach_ly
5077,ung_ho/N2_ung_ho_1.npy,ung_ho
3117,lo_lang/N2_lo_lang_0.npy,lo_lang
696,nho/N2_nho_14.npy,nho
3089,non_oi/N5_non_oi_7.npy,non_oi
3282,sot/N5_sot_14.npy,sot
2634,cach_ly/N3_cach_ly_18.npy,cach_ly
736,nho/N10_nho_15.npy,nho
4442,ket_hon/N10_ket_hon_14.npy,ket_hon
1118,bo_y_te/N4_bo_y_te_7.npy,bo_y_te
4780,ho/N2_ho_9.npy,ho
5712,nghi_ngoi/N3_nghi_ngoi_8.npy,nghi_ngoi
3398,that_lac/N10_that_lac_26.npy,that_lac
77,khu_cach_ly/N10_khu_cach_ly_10.npy,khu_cach_ly
1742,ap_dung/N10_ap_dung_13.npy,ap_dung
4689,ho/N11_ho_7.npy,ho
2952,lay_benh/N5_lay_benh_0.npy,lay_benh
3552,yeu/N11_yeu_4.npy,yeu
5506,dau/N5_dau_17.npy,dau
1947,phat/N2_phat_8.npy,phat
1758,ap_dung/N3_ap_dung_0.npy,ap_dung
4305,noi_xau/N3_noi_xau_1.npy,noi_xau
4351,noi_xau/N4_noi_xau_5.npy,noi_xau
3690,khai_bao/N4_khai_bao_18.npy,khai_bao
1608,cam_do/N3_cam_do_16.npy,cam_do
227,ghet/N10_ghet_9.npy,ghet
